timestamp,ip_address,prediction,attack_type,risk_level,confidence,protocol,source_ip,destination_ip,packet_length,threat_intel_score
2026-08-31T13:52:16.961090,192.168.1.185,False,normal,low,0.9958333333333333,tcp,192.168.1.185,192.168.1.1,66,
2026-08-31T13:52:17.190383,192.168.1.43,False,normal,low,0.95875,tcp,192.168.1.43,142.250.190.46,780,
2026-08-31T13:52:17.547074,198.51.100.22,False,normal,low,0.9958333333333333,tcp,198.51.100.22,192.168.1.1,60,
2026-08-31T13:52:17.811758,192.168.1.185,False,normal,low,0.9958333333333333,tcp,192.168.1.185,192.168.1.1,105,
2026-08-31T13:52:18.181864,10.0.0.99,False,normal,low,0.9958333333333333,tcp,10.0.0.99,192.168.1.1,69,
2026-08-31T13:52:18.490288,192.168.1.31,False,normal,low,0.9688095238095239,tcp,192.168.1.31,8.8.8.8,1287,
2026-08-31T13:52:18.834501,192.168.1.41,False,normal,low,0.9688095238095239,udp,192.168.1.41,192.168.1.1,1334,
2026-08-31T13:52:19.146552,192.168.1.9,False,normal,low,0.9875,udp,192.168.1.9,192.168.1.1,428,
2026-08-31T13:52:19.385943,192.168.1.46,False,normal,low,0.9688095238095239,tcp,192.168.1.46,151.101.65.140,1374,
2026-08-31T13:52:19.516032,192.168.1.6,False,normal,low,0.9787037037037037,udp,192.168.1.6,192.168.1.1,466,
2026-08-31T13:52:19.669759,192.168.1.49,False,normal,low,0.9958333333333333,tcp,192.168.1.49,142.250.190.46,282,
2026-08-31T13:52:19.919757,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,104.244.42.1,1474,
2026-08-31T13:52:20.087459,192.168.1.39,False,normal,low,0.9958333333333333,tcp,192.168.1.39,1.1.1.1,307,
2026-08-31T13:52:20.317326,10.0.0.50,False,normal,low,0.9958333333333333,tcp,10.0.0.50,192.168.1.1,243,
2026-08-31T13:52:20.627471,192.168.1.35,False,normal,low,0.9675595238095238,udp,192.168.1.35,151.101.65.140,1109,
2026-08-31T13:52:20.950615,192.168.1.46,False,normal,low,0.9758928571428572,udp,192.168.1.46,142.250.190.46,1172,
2026-08-31T13:52:21.223084,192.168.1.105,False,normal,low,0.9450000000000001,tcp,192.168.1.105,185.199.108.153,1470,
2026-08-31T13:52:21.519189,192.168.1.105,False,normal,low,0.9533333333333334,tcp,192.168.1.105,203.0.113.88,1415,
